Region,Country,Indicator,Input,Date
Middle East,Egypt,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2006-01-01
Middle East,Iran,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Iraq,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2021-01-01
Middle East,Israel,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Jordan,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2007-01-01
Middle East,Kuwait,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Lebanon,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Libya,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Morocco,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Middle East,State of Palestine,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2005-01-01
Middle East,Oman,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Qatar,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2009-01-01
Middle East,Saudi Arabia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Syria ,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Tunisia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,United Arab Emirates,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Middle East,Yemen,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Afghanistan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Australia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Asia-Pacific,Azerbaijan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Bangladesh,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Bhutan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Brunei Darussalam,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Cambodia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,China,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Cook Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Fiji,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Democratic People's Republic of Korea,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2004-01-01
Asia-Pacific,India,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Asia-Pacific,Indonesia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2000-01-01
Asia-Pacific,Japan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Kazakhstan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Kiribati,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Kyrgyzstan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Lao People's Democratic Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Marshall Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Malaysia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2002-01-01
Asia-Pacific,Micronesia,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Maldives,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Mongolia,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2002-01-01
Asia-Pacific,Myanmar,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Nauru,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Nepal,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2001-01-01
Asia-Pacific,New Zealand,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Asia-Pacific,Niue,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Palau,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Papua New Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Pakistan,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2024-01-01
Asia-Pacific,Philippines,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,1999-01-01
Asia-Pacific,Republic of Korea,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2004-01-01
Asia-Pacific,Samoa,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2016-01-01
Asia-Pacific,Solomon Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Singapore,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Sri Lanka,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2024-01-01
Asia-Pacific,Tajikistan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Thailand,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2020-01-01
Asia-Pacific,Timor-Leste,Existence of National Human Rights Institution that fully complies with Paris Principles,1.0,2008-01-01
Asia-Pacific,Tonga,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Turkmenistan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Tuvalu,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Uzbekistan,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Vanuatu,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
Asia-Pacific,Viet Nam,Existence of National Human Rights Institution that fully complies with Paris Principles,0.0,
